Canonical SMILES,Mutagenicity
N#C/C(=C\C=C\c1ccccc1[N+](=O)[O-])/c1ccc(cc1)C,mutagenic
O=C1c2cc(ccc2OC21CC2)C(=O)C,non-mutagenic
CC(=O)O[C@H]1C[C@H](CC=C1C)C(=C)C,non-mutagenic
ONc1ccc(c(c1)Cl)Cl,non-mutagenic
NC(=O)NNC(=O)N,non-mutagenic
OC1CCN(CC1)N=O,mutagenic
COc1ccc2-c3nccc4c3c(C(=O)c2c1)c(OC)c(c4)OC,mutagenic
[O-][N+](=O)c1cnc(n1C)c1nnc(s1)N,mutagenic
CN[C@H]1C[C@H](O[C@H]([C@@H]1O)C)O[C@H]1C[C@](O)(Cc2c1c(O)c1c(c2O)C(=O)c2c(C1=O)c(OC)ccc2)C(=O)C,mutagenic
CCCCN(CCCC)N,non-mutagenic
Cc1c(C)c2ccccc2c2c1c(Cl)c1ccccc1n2,mutagenic
Nc1ccc(c2c1C(=O)c1ccccc1C2=O)N,mutagenic
Cn1sc(cc1=O)Cl,mutagenic
Clc1cccc(c1)Br,non-mutagenic
CC(c1ccccc1)C,non-mutagenic
NC(=O)C=C,non-mutagenic
[O-][N+](=O)c1cc(ccc1Cl)C(F)(F)F,non-mutagenic
OC(=O)C1NC(C)c2c(C1)c1ccccc1[nH]2,non-mutagenic
Cc1nc2c(s1)cccc2,non-mutagenic
O=NN1CSCC1,mutagenic
CC12OC1C1CCCCC1c1c2cccc1,non-mutagenic
CCCCOc1cc2C(=O)CCc2c2c1c1ccccc1cc2,non-mutagenic
OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)N(c1ccc(cc1)[N+](=O)[O-])N=O,mutagenic
Cl[C@@H]1CO1,mutagenic
Nc1ccc(cc1)/C=C/c1ccc(cc1)N,mutagenic
CC(Nc1nc(N)nc(n1)Cl)C,non-mutagenic
CC[C@H](COC(=O)/C=C/c1ccc(cc1)/N=C/c1ccc(cc1)OC)C,mutagenic
[O-][N+](=O)c1cccc2c1nccc2,mutagenic
OC1C(O)C=Cc2c1cccn2,non-mutagenic
Cc1ccc2c(c1)cccn2,mutagenic
C1CCC2(CC1)CO2,non-mutagenic
C1CC[C@H]2[C@@H](C1)O2,mutagenic
Cc1cc(C)cc(c1)C,non-mutagenic
[O-][N+](=O)c1ccccc1Cl,mutagenic
Cc1c2ccccc2c2c3c1ccc1c3c(cc2)ccc1,mutagenic
COP(=S)(SCn1nnc2c(c1=O)cccc2)OC,mutagenic
O=NN(CC(=O)O)CC(=O)O,mutagenic
[O-][N+](=O)c1cc2ccc3c4c2c(c1)ccc4cc(c3)[N+](=O)[O-],mutagenic
COC(=O)/C(=C/c1ccco1)/[N+](=O)[O-],non-mutagenic
CC(=O)NNC(=O)c1ccccn1,non-mutagenic
O=C1NC(=O)C(=C(Cl)Cl)C1Cl,mutagenic
Cc1cnc2c(n1)c1nc(n(c1cc2)C)N,mutagenic
Fc1cccc2c1c1cccnc1cc2,mutagenic
OC1CC(O)(Cc2c1c(O)c1c(c2O)C(=O)c2c(C1=O)c(O)ccc2)C(=O)C,mutagenic
CC(COC(=O)C(=C)C#N)C,non-mutagenic
CC(=O)OCc1ccc(cc1)[N+](=O)[O-],mutagenic
OC[C@]12[C@H](C=C(C(=O)[C@@H]1O)C)O[C@@H]1[C@]3([C@@]2(C)[C@@H](OC(=O)C)[C@@H]1O)OC3,non-mutagenic
O=C(C1OC1)Nc1ccccc1,mutagenic
CC1=CC[C@H]2[C@H](C1)[C@H](CC=C2C)C(C)(C)C,non-mutagenic
COC(=O)[C@@]12O[C@@]2(C)[C@@](NC1=O)(C)O,mutagenic
[O-][N+](=O)c1ccc2c3c1cccc3c1c3c2cccc3ccc1,mutagenic
Cn1cnc(c1Sc1[nH]cnc2-c1ncn2)[N+](=O)[O-],mutagenic
CCc1cccc(c1NC(=O)C)CC,non-mutagenic
O[C@@H]1[C@@H](O)[C@@H](O[C@@H]1n1ccc(nc1=O)N)COP(=O)(O)O,non-mutagenic
[O-][N+](=O)c1[nH]cnc1c1ccccc1,mutagenic
CCCC(=O)OCCC(C)C,non-mutagenic
CN(c1ccc(cc1)N=Nc1ccccc1C(=O)O)C,mutagenic
[O-][N+](=O)c1cc(ccc1S(=O)(=O)O)[N+](=O)[O-],non-mutagenic
CCOCn1cc(F)c(=O)n(c1=O)C(=O)c1cccc(c1)C(=O)Oc1nc(ccc1C#N)OC(=O)c1ccccc1,non-mutagenic
O=CC(=C(Cl)Cl)Cl,mutagenic
NC(=O)N/N=C/C(=O)O,non-mutagenic
Fc1cnc2c(c1)c1ccccc1cc2,mutagenic
Clc1ccc(c(c1)Cl)C(=O)O,non-mutagenic
CC(=O)Nc1ccc2-c3c(Cc2c1)cc(cc3)NC(=O)C,mutagenic
OC/C=C/C1(O)CCC2C1(C)CC(c1ccc(cc1)N(C)C)C1=C3CCC(=O)C=C3CCC21,non-mutagenic
Cc1cnc2c(n1)c1nc(n(c1c(c2)C)C)N,mutagenic
CC(CC(C(=O)O)NC(=O)COc1ccc(cc1Cl)Cl)C,non-mutagenic
Cc1ccc(c(c1)N)O,mutagenic
ClCC1=CC(=O)OC1,mutagenic
Nc1ccc(cc1)c1cc(Cl)c(c(c1)Cl)N,mutagenic
OCC1OC(OC2CCC3(C(=CCC4C3CCC3(C4CC4C3C(C)C(O4)(OC)CCC(COC3OC(CO)C(C(C3O)O)O)C)C)C2)C)C(C(C1O)OC1OC(CO)C(C(C1O)O)O)OC1OC(C)C(C(C1O)O)O,non-mutagenic
COc1cc(N=Nc2ccc(cc2)N)c(cc1N=Nc1c(O)c2cc(N)ccc2cc1S(=O)(=O)O)C,mutagenic
CCOC(=O)N(CCOC(=O)C)N=O,mutagenic
[O-][N+](=O)c1cc(Cl)c(c(c1)[N+](=O)[O-])N,mutagenic
Cc1cc2cc3ccccc3c3c2c2c1cccc2cc3,mutagenic
CCOc1ccccc1N,non-mutagenic
CCOP(=O)(O/C(=C\Br)/c1ccc(cc1Cl)Cl)OCC,non-mutagenic
O=C1NCCN1c1nccs1,mutagenic
OCC1OC(OC2CCC3(C(=CCC4C3CCC3(C4CC4C3C(C)C3(O4)CCC(CO3)C)C)C2)C)C(C(C1O)OC1OC(CO)C(C(C1O)O)O)OC1OC(C)C(C(C1O)O)O,non-mutagenic
OC1c2ccccc2-c2c(C1O)c(Cl)c1c(c2)cccc1,non-mutagenic
Oc1cc2cccc3c2c2c1c(ccc2cc3)[N+](=O)[O-],mutagenic
Clc1cc(Cl)c2c(c1)c(/N=C/c1ccc(cc1)[N+](=O)[O-])sn2,mutagenic
OCc1c(cccc1[N+](=O)[O-])[N+](=O)[O-],non-mutagenic
N#CC(=C(C#N)C#N)C#N,non-mutagenic
CCn1cc(C(=O)O)c(=O)c2c1c(F)c(N1CCNC(C1)C)c(c2)F,mutagenic
C/C/1=C/CCC(=C)[C@H]2[C@@H](CC1)C(C2)(C)C,non-mutagenic
OC1c2cccc3c2c2c(C1O)c1ccccc1cc2cc3,mutagenic
CCSCCOP(=S)(OCC)OCC,mutagenic
Nc1ccc(c(c1)N)N=Nc1cccc(c1)N=Nc1ccc(cc1N)N,mutagenic
CC(=O)C(Cl)(Cl)Cl,mutagenic
CC(c1cc(Sc2cc(c(cc2C)O)C(C)(C)C)c(cc1O)C)(C)C,non-mutagenic
NC1c2ccccc2-c2c1cccc2,non-mutagenic
Cc1c[nH]cn1,non-mutagenic
CCCC[C@H](CN)CC,non-mutagenic
c1ccc(cc1)Cc1ccc(cc1)C[C@H]1CO1,mutagenic
Clc1cc2NC=NS(=O)(=O)c2cc1S(=O)(=O)N,non-mutagenic
c1ccc2-c3c([C@@H]4[C@H](c2c1)O4)c1ccccc1c1c3cccc1,mutagenic
C=C1[C@H]2CC[C@@H](C1(C)C)C2,non-mutagenic
C[C@@H]1CC[C@H](C(=O)C1)C(C)C,mutagenic
CC(=O)Nc1ccc2c(c1)nccc2,mutagenic
O[C@@H]1Cc2c3c1ccc1c3c3c(c2)cccc3cc1,mutagenic
C[C@@H](Nc1ccc(cc1)N[C@@H](CCC(C)C)C)CCC(C)C,non-mutagenic
CC(=O)Nc1snc2c1cc(Cl)cc2,mutagenic
OC(=O)c1cc(Cl)cc(c1)Cl,non-mutagenic
C=CC(=C)Cl,non-mutagenic
Cc1ccc(cc1)S(=O)(=O)OCC1OC1,mutagenic
C/C(=C\C=C\C=C(\C=C\C=C(\C=C\C1=C(C)C(=O)CCC1(C)C)/C)/C)/C=C/C=C(/C=C/C1=C(C)C(=O)CCC1(C)C)\C,non-mutagenic
[O-][N+](=Nc1ccc(c(c1)[N+](=O)[O-])C)c1ccc(c(c1)[N+](=O)[O-])C,non-mutagenic
Nc1ccc(cc1)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)N,non-mutagenic
CS(=O)(=O)OCCCNCCCOS(=O)(=O)C,mutagenic
COc1nsc2c1cc(cc2)[N+](=O)[O-],mutagenic
C=CC=C,mutagenic
Cc1ccc(c(c1)[N+](=O)[O-])[N+](=O)[O-],mutagenic
C=CC(=O)NC(CC(=O)C)(C)C,non-mutagenic
CCOP(=S)(SCn1c(=O)oc2c1ccc(c2)Cl)OCC,non-mutagenic
CCOP(=O)(SCCN(C(C)C)C(C)C)C,non-mutagenic
COc1cc(CNC(=O)C(Br)C)ccc1O,mutagenic
CN1CN(C)CSC1=S,mutagenic non-mutagenic
[O-][N+](=O)c1cccc(c1C)N=[N+](c1cccc(c1C)[N+](=O)[O-])[O-],non-mutagenic
OC(C(Cl)(Cl)Cl)(c1ccc(cc1)Cl)c1ccc(cc1)Cl,non-mutagenic
C=CCN(CC=C)N=O,mutagenic
OCc1ccc(cc1)F,non-mutagenic
COc1cc(Cl)c(cc1Cl)OC,mutagenic
CN(CCN(C)C)C,non-mutagenic
Oc1c(Br)cc(cc1Br)C1(OS(=O)(=O)c2c1c(Br)c(Br)c(c2Br)Br)c1cc(Br)c(c(c1)Br)O,non-mutagenic
NCC(=O)Nc1ccccc1,mutagenic
O[C@H]1C=Cc2c([C@@H]1O)ccc1c2cc2cccc3c2c1C=C3,mutagenic
N#Cc1cccc(c1)C#N,non-mutagenic
c1ccc(cc1)Oc1ccccc1,non-mutagenic
[O-][N+](=O)c1ccc2c(c1)cc[nH]2,mutagenic
CC(CC(C(=O)O)NC(=O)COc1cc(Cl)c(cc1Cl)Cl)C,non-mutagenic
Nc1ccc(cc1)c1ccc(c(c1)[N+](=O)[O-])N,mutagenic
O=C=Nc1cccc(c1C)N=C=O,mutagenic
OCc1ccc2c3c1ccc1c3c(cc2)ccc1,mutagenic
ClCc1cccc2c1c1ccc3c4c1c(c2)ccc4ccc3,mutagenic
c1ccc2c(c1)cc1c(c2)ccc2c1cccc2,mutagenic
[O-][N+](=O)c1cc2ccccc2c2c1cccc2[N+](=O)[O-],mutagenic
OCCNc1ccc(cc1)N=Nc1ccc(cc1)N(CCO)CCO,non-mutagenic
Cc1ccc(cc1)C(O)(C)C,non-mutagenic
OCC1OC(C(C1O)O)n1cnc2c1nc(N)nc2NO,mutagenic
[O-][N+](=O)c1ccc(cc1)S(=O)(=O)O,non-mutagenic
OC(=O)C(Cc1ccc(c(c1)O)O)(N)C,non-mutagenic
ClCc1ccccn1,mutagenic
c1cc2cc3ccc4c(c3c3c2c(c1)C1OC31)cccc4,mutagenic
CC(=O)/C=C\c1ccccc1,mutagenic
CCc1ccccc1NC(=O)c1csc(c1)[N+](=O)[O-],mutagenic
Clc1cccc(n1)C(Cl)(Cl)Cl,mutagenic
NC(=N)NC#N,mutagenic
OCCN(C)C,non-mutagenic
CCCCCOc1ccc(cc1)N=O,mutagenic
ClCCNc1ccc(cc1)C,mutagenic
Cc1ccccc1O,non-mutagenic
BrCC(CCOP(=O)(OCCC(CBr)Br)OCCC(CBr)Br)Br,non-mutagenic
COc1ccc2c(c1)cc1-c3cccc4c3c(-c1n2)ccc4,mutagenic
N#CC(Cl)(Cl)Cl,mutagenic
O=C1C=CC(=O)c2c1c(O)ccc2,mutagenic
O=c1oc2ccc(cc2c2c1cccc2)[N+](=O)[O-],mutagenic
Clc1ccc(c(c1)Cl)Cn1c(/C=N/OCc2ccccc2[N+](=O)[O-])nc2c1ccc(c2)[N+](=O)[O-],mutagenic
C[C@@H]1O[C@@H]1C,mutagenic
ClCCN(c1ccc(cc1)C[C@H](C(=O)O)N)CCCl,mutagenic
C[C@H](c1ccc2c3c1ccc1c3c(cc2)ccc1)O,mutagenic
Oc1ncc(c(n1)O)F,non-mutagenic
CCCCSCCC(C(=O)O)N,non-mutagenic
O=C1c2ccccc2C(=O)c2c1ccc(c2N)C,mutagenic
[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1O)cc(cc2)S(=O)(=O)O,mutagenic
O=C(C1=C(O)c2sccc2S(=O)(=O)N1C)Nc1ccccn1,non-mutagenic
CCN(c1ccc2c(c1)oc1-c(c2c2ccc(cc2S(=O)(=O)O)S(=O)(=O)O)ccc(=[N+](CC)CC)c1)CC,mutagenic
COC(=O)C1(OC1(CC)C(O)C)C(=O)N,non-mutagenic
Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)N,non-mutagenic
Oc1ccc2-c3c(Cc2c1)cc(cc3)[N+](=O)[O-],mutagenic
OS(=O)(=O)c1cc2cc(c(c(c2c(c1N=Nc1ccc(cc1)N=Nc1ccc(cc1N)N)O)N)N=Nc1ccc(cc1)N=Nc1ccc(cc1N)N)S(=O)(=O)O,mutagenic
OC1C(O)c2cccc3c2c2c1ccc(c2cc3)[N+](=O)[O-],mutagenic
Oc1ccc2c(c1)c1c(cc2)ccc2c1nc([nH]2)C,mutagenic
c1ccc(cc1)c1nc2c(o1)cccc2,non-mutagenic
CC(ON(C(=O)c1ccccc1)OC(=O)C)C,mutagenic
CC(c1cc(ccc1N)c1ccccc1)C,mutagenic
ClCc1cc2cccc3c2c2c1c1ccccc1cc2cc3,mutagenic
COC1=CC(=O)c2c(C1=O)nc(c1c2[nH]c2c1cccc2)C,mutagenic
[O-][N+](=O)c1cc2c(cc1N)[nH]c1c2cccc1,mutagenic
CCS,non-mutagenic
FC(Br)(Cl)F,non-mutagenic
N#N=NCc1ccccc1,mutagenic
Cn1c2ccccc2c2c1cccc2,mutagenic
CC/C=C\C#N,non-mutagenic
O=Nc1ccc2c3c1ccc1c3c(cc2)c2c(c1)CCCC2,mutagenic
COc1cc2c(cc1OC)OC[C@H]1[C@H]2C(=O)c2c(O1)c1C[C@H](Oc1cc2)C(=C)C,non-mutagenic
OCc1ccc2-c3c4c(-c2c1)cccc4ccc3,mutagenic
COC(=O)CCCC(=O)OC,non-mutagenic
NC(=N)c1ccccc1,non-mutagenic
CN(c1ccc2c(c1)ccc([n+]2C)/C=C/c1cc(n(c1C)c1ccccc1)C)C,mutagenic
BrN1C(=O)CCC1=O,mutagenic
S=c1c2cc3OCCOCCOCCOCCOCCOCCOc4cc1c(n(c2cc3)C)cc4,non-mutagenic
CNC(=O)NO,non-mutagenic
Cc1ccc(c(c1)C(=O)O)[N+](=O)[O-],mutagenic
[O-][N+](=O)c1ccc(cc1)O[C@@H]1OC1,mutagenic
NCCS(=O)(=O)O,non-mutagenic
Nc1ccccc1S(=O)(=O)O,mutagenic
[O-][n+]1ncc2c(c1)nccc2,non-mutagenic
Cc1ccc2-c3c4c(-c2c1)cc1ccccc1c4cc1c3cccc1,mutagenic
Cc1ccc2c(c1)ccc1c2cc2ccccc2c1,mutagenic
CN(N)C,mutagenic
c1ccc2-c3c(Cc2c1)ccc1c3c2ccccc2cc1,non-mutagenic
c1ccc2c(c1)cncc2,non-mutagenic
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,mutagenic
CCCCCCCCC1OC1CCCCCCCC(=O)OCC(CCCC)CC,non-mutagenic
Nc1cccc(c1)S(=O)(=O)O,non-mutagenic
[O-][N+](=O)c1ccc2c(c1)CC=C2,mutagenic
OC(=O)CCN=N#N,mutagenic
Oc1ccc2c(c1N=Nc1ccc(c(c1)S(=O)(=O)O)c1ccc(cc1S(=O)(=O)O)N=Nc1c(O)ccc3c1cccc3)cccc2,non-mutagenic
OC1C2OC2c2c(C1O)c1ccc3c(c1cc2)cccc3,mutagenic
OC(COc1ccc(cc1C1CCCC1)O)CNC(C)(C)C,non-mutagenic
CCCCC(CCCC)(CCC)S,non-mutagenic
FC(c1ccccc1)(F)F,non-mutagenic
O=C(c1ccccc1N)OC1CCCCC1,non-mutagenic
N#N=Nc1nc2c(n1C)c1ccccc1cc2,mutagenic
NC1CC(C)(C)N(C(C1)(C)C)O,mutagenic
ON1C(=O)CCC1=O,non-mutagenic
CCOC(=O)CC(=O)C,non-mutagenic
CC(=O)ON(C(=O)c1ccccc1)OCc1ccccc1,mutagenic
C=C[C@H](c1ccc(c2c1cccc2)OC)OC(=O)C,mutagenic
c1ccc2c(c1)ccc1c2c2C=CCc2cc1,mutagenic
[O-][N+](=O)c1cc(ccc1O)c1cccc(c1O)[N+](=O)[O-],non-mutagenic
Nc1ccc(cc1)c1ccccc1,mutagenic
CCc1c2C3OC3c3c(-c2cc2c1cccc2)cccc3,mutagenic
OC(c1ccccc1)CN=N#N,mutagenic
CC(Br)C,mutagenic
N#CSc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],mutagenic
OCCn1c(C)ncc1[N+](=O)[O-],mutagenic
O=NSCC(C(=O)N(C(=O)CCC(C(=O)O)N)CC(=O)O)N,mutagenic
NC(=O)N(c1ccccc1)c1ccccc1,non-mutagenic
ONc1cccc2c1cccc2,mutagenic
OC1C(O)C2OC2c2c1ccc1c2cc2c(n1)ccc1c2cccc1,mutagenic
C=CC(=O)OC[C@H]1CO1,mutagenic
O=Nc1ccc2c3c1ccc1c3c(cc2)cc2c1cccc2,mutagenic
CCCCCCc1ccc(cc1)c1ccc(cc1)C#N,non-mutagenic
SCCC(=O)N1C(CSC1c1ccccc1O)C(=O)O,non-mutagenic
CC1=CC(C)(C)Nc2c1cccc2,non-mutagenic
CCCCCCCCCCCCCC(=O)O,non-mutagenic
C[C@@H]1OCCc2c1cc1c(c2)C([C@@H](C1(C)C)C)(C)C,non-mutagenic
O=NN(C(=O)c1ccccc1)C,mutagenic
COC(=O)[C@@H]1c2cc3c(c(c2[C@H](C[C@@]1(O)CC)O[C@@H]1C[C@H](N)[C@H]([C@@H](O1)C)O)O)C(=O)c1c(C3=O)c(O)ccc1O,mutagenic
CCn1cc(C(=O)O)c(=O)c2c1c(F)c(c1ccc(cc1)O)c(c2)F,mutagenic
NC(=O)N(c1ccccc1)c1ccc(cc1)C(=O)O,mutagenic
OCCN(c1ccc(c(c1)Cl)N=Nc1c(Cl)cc(cc1Cl)[N+](=O)[O-])CCO,mutagenic
COc1ccc2c(-c3nccc4c3c(C2=O)c(OC)c(c4)OC)c1,mutagenic
Cc1cccc2c1ccc1c2ccc2c1cccc2,mutagenic
Cc1cnc2c(n1)c(C)cc1c2nc(n1C)N,mutagenic
Oc1cccc2c1cccn2,mutagenic
Oc1cc2cccc3c2c2c1cc1ccccc1c2cc3,mutagenic
CN(CCNC(=O)c1cccc2c1oc(c2)c1ccccc1)C,mutagenic
O=c1oc2ccc(c3c2c2c1cccc2cc3)[N+](=O)[O-],mutagenic
OCc1ccc2-c1cc(ccc2C)C(=C)C,mutagenic
C[C@@H]1CC[C@H](CC1)C(C)C,non-mutagenic
O=C1C(=O)c2ccccc2-c2c1cccc2,non-mutagenic
CC(=O)Nc1ccc2c3c1ccc1c3c(c(=O)c2=O)ccc1,mutagenic
ONc1ccc(cc1C(C)(C)C)c1ccccc1,mutagenic
O/N=C/c1ccccn1,non-mutagenic
ClCCCCN(COC(=O)C)N=O,mutagenic
COc1cc2O[C@@H]3[C@H](c2c2c1c1[C@@H](O)C[C@@H](c1c(=O)o2)O)C=CO3,mutagenic
CNC(=O)Oc1cccc2c1cccc2,mutagenic non-mutagenic
Nc1cc(C)c(c(c1)[N+](=O)[O-])N,mutagenic
ClCc1ccc2c3c1ccc1c3c(cc2)cc2c1cccc2,non-mutagenic
CC(=O)Nc1nc(NC(=O)C)nc(n1)c1ccc(o1)[N+](=O)[O-],mutagenic
BrC(C(Br)Br)Br,non-mutagenic
Nc1cccc2c1ccc1c2cccc1,mutagenic
CN1CCN(CC1)c1cc2c(cc1F)n1c(n2C2CC2)cc(=O)[nH]c1=O,mutagenic
Cc1ccccc1,non-mutagenic
COc1nncc2c1cccn2,non-mutagenic
OCc1ccc(cc1)NNC(=O)CC[C@@H](C(=O)O)N,mutagenic
[O-][N+](=O)c1c2C=CCCc2c2c3c1ccc1c3c(cc2)ccc1,mutagenic
COC(=O)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(\C=C\C(=O)OC)/C)\C)/C)/C,mutagenic
O=Nc1n(C)cnc1c1ccccc1,mutagenic
c1ccc2c(c1)c1ccc3c(c1cc2)cccn3,mutagenic
C1C2SCC=CN2C1=O,non-mutagenic
CSCCC=O,non-mutagenic
OCC(CNC(=O)c1c(I)c(N(C(=O)C)CC(CN(c2c(I)c(C(=O)NCC(CO)O)c(c(c2I)C(=O)NCC(CO)O)I)C(=O)C)O)c(c(c1I)C(=O)NCC(CO)O)I)O,non-mutagenic
[O-][N+](=O)c1cc2c(cc1O)[nH]c1c2cccc1,mutagenic
[O-][N+](=O)c1ccc(o1)/C=C(/C(=O)OC)\C,mutagenic
COc1cccc2c1C(=O)c1c(C2=O)cccc1,mutagenic
CN(c1ccc(cc1)C(c1ccc(cc1)N(C)C)c1ccccc1)C,non-mutagenic
CCCCCCNCCCCCC,non-mutagenic
O=C1[C@@]2(C)CC[C@@H](C1(C)C)C2,non-mutagenic
ClC(=C)C=O,mutagenic
[O-][N+](=O)c1c2ccccc2cc2c1cccc2,mutagenic
CC(CCCCCOC(=O)Cc1cc(Cl)c(cc1Cl)Cl)C,non-mutagenic
N#CC1=C(SCCS1)C#N,non-mutagenic
BrC(C=O)CBr,mutagenic
[O-][N+](=O)c1ccc(c(c1)O)N,mutagenic
Cc1ccc(o1)C=O,non-mutagenic
O=CN(N=O)C,mutagenic
OCC(C(CO)O)O,non-mutagenic
c1ccc(cc1)NN=Nc1ccccc1,mutagenic
Clc1ccc(cn1)Cl,non-mutagenic
OC(=O)C1=CC(N(C1(C)C)O)(C)C,non-mutagenic
CC(CN(CC(C)C)N)C,mutagenic
Cc1cc(C)c2c(n1)cc(c(c2)C)N,mutagenic
N#Cc1ccc(cc1)C[C@]12C[C@@H](CN2C(=O)N(C1=O)c1cc(Cl)cc(c1)Cl)N=[N+]=[N-],mutagenic
Cc1ccc(c(c1)[N+](=O)[O-])C,mutagenic
O=C1C=CC(=O)C=C1c1ccccc1,non-mutagenic
O=C(c1ccccc1)N(OC(=O)C)OCc1ccc(cc1)C(C)(C)C,mutagenic
CC(=O)Nc1scc(n1)c1scc(c1)[N+](=O)[O-],mutagenic
CCCN(c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-])CCC,mutagenic non-mutagenic
OC(=O)c1ccco1,non-mutagenic
[O-][N+](=O)OOC(=O)C,mutagenic
Cc1ccccc1N=Nc1c(O)ccc2c1cccc2,mutagenic
OC(=O)CCC(=O)OC[C@@H]([C@H](c1ccc(cc1)[N+](=O)[O-])O)NC(=O)C(Cl)Cl,non-mutagenic
CCOC(=O)CC(C)C,non-mutagenic
COc1nsc2c1cc(N)cc2,mutagenic
O=NN(C(=N)N[N+](=O)[O-])C,mutagenic
O=C(c1ccccc1)[C@@H]1O[C@H]1c1ccc(cc1)[N+](=O)[O-],non-mutagenic
O[C@@H]1[C@H]2O[C@H]2c2c([C@H]1O)cc1c(c2)c2ccccc2cc1,mutagenic
OCc1ccc2c(c1)c(C)c1c(-c3ccccc3C3C1O3)n2,non-mutagenic
Fc1cccc2c1cc1-c3cccc4c3c(-c1c2)ccc4,mutagenic
Fc1ccc2-c3c(-c4c2c1ccc4)cc1c(c3)cccc1,mutagenic
Br[C@H](CBr)COC(=O)C=C,mutagenic
CC(=O)Nc1ccc(cc1)N=Nc1ccc(cc1)N(C)C,mutagenic
Oc1ccccc1Cl,non-mutagenic
Nc1cc2ccccc2c2c1cccc2,mutagenic
[O-][N+](=O)c1cccc2c1c1cccc(c1c(c2)[N+](=O)[O-])[N+](=O)[O-],mutagenic
OCCN(N=O)CCO,mutagenic
O=C(c1csc(c1)[N+](=O)[O-])Nc1ccc(cc1)[N+](=O)[O-],mutagenic
C=CC(=O)OCCN(C)C,non-mutagenic
ClCCNCCCl,mutagenic
O=C(Nc1cc(Cl)c(c(c1)Cl)Cl)CCC(=O)O,non-mutagenic
COc1ccc2c(c1)c1c(OC)c(OC)cc3c1c(c2)N(C)CC3,non-mutagenic
Fc1ccc(c2c1ccc1c2cccn1)F,mutagenic
COc1ccc(cc1)c1nc(c([nH]1)c1ccccc1)c1ccccc1,mutagenic
Clc1ccc(cc1)NS(=O)(=O)c1cccc2c1nccc2,non-mutagenic
C1OCCO1,non-mutagenic
CNc1ccc(cc1)C(=C1C=CC(=[N+](C)C)C=C1)c1ccc(cc1)N(C)C,mutagenic
COC(=O)c1oc(c(c1c1ccccc1)c1ccccc1)N(C(=O)C)OC(=O)C,non-mutagenic
BrCC(CBr)Br,mutagenic
[O-][N+](=O)c1ccc2-c3c(C(=O)c2c1)cccc3,mutagenic
CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)O,non-mutagenic
CC(=O)Nc1scc(n1)c1ccc(o1)[N+](=O)[O-],mutagenic
CC(=O)Nc1ccnc2c1cccc2,non-mutagenic
CNP(=S)(N1CC1)N1CC1,mutagenic
BrCc1c2ccc3c4c2c2c5c1cccc5ccc2cc4ccc3,mutagenic
ClCCN(c1ccc(cc1)CCCC(=O)O)CCCl,mutagenic
Nc1ccc2c(c1)nc1c(n2)c(N)ccc1,mutagenic
CSCC(C(=O)NC(C(C(=O)N1CSCC1C(=O)NC(C)(C)C)O)Cc1ccccc1)NC(=O)COc1cccc2c1ccnc2,non-mutagenic
CCCCN(CCCO)N=O,mutagenic
[O-][N+](=O)c1cc(N)c(c(c1)[N+](=O)[O-])O,mutagenic
CC(Br)Br,non-mutagenic
BrCCOC(=O)C=C,mutagenic
Cl/C(=C(\C(F)(F)F)/Cl)/SSc1ccccc1[N+](=O)[O-],mutagenic
OCCCCO,non-mutagenic
Cc1nc2c(nc1C)c(C)cc1c2nc(n1C)N,mutagenic
COP(=S)(OC)Cl,non-mutagenic
O=C(c1ccc(cc1)Cl)NCOC(=O)C,non-mutagenic
[O-][N+](=O)c1c(nc2n1CCS2)c1ccc(cc1)[N+](=O)[O-],mutagenic
COc1cccc(c1O)C=O,non-mutagenic
[O-][N+](=O)c1ccc2c(c1)c1ccccc1s2,mutagenic
OCCc1c[nH]c2c1cccc2CC,non-mutagenic
CC12OOC2(C)c2c(O1)cccc2,mutagenic
COC(=O)c1ccccc1N,non-mutagenic
[O-][N+](=O)c1ccc2c3c1ccc1c3c(c3c2cccc3)ccc1,mutagenic
O=Cc1ccc(cc1)[N+](=O)[O-],mutagenic
Cc1ccc(cc1)S(=O)(=O)NC1CCCCC1,non-mutagenic
ICI,non-mutagenic
CN1CCN(CC1)c1cc2c(cc1F)n1c(n2C2CC2)cc(=O)n(c1=O)O,mutagenic
N#N=NCC(C(=O)O)NC(=O)OC(C)(C)C,mutagenic
ClC([C@@H](c1ccccc1Cl)c1ccc(cc1)Cl)Cl,non-mutagenic
BrC(C1=C(Br)C(=O)OC1O)Br,mutagenic
CC(=O)Nc1cccc(c1C(=O)O)N,mutagenic
OCCNC(=O)c1c(C)[n+]([O-])c2c([n+]1[O-])cccc2,mutagenic
